Ticker,Company Name,Sector,Industry,P/E Ratio,P/B Ratio,Debt-to-Equity Ratio,ROE,ROA
POLYCAB.NS,Polycab India Limited,Industrials,Electrical Equipment & Parts,59.737747,12.456668,2.231,0.22850999,0.12084
POLYMED.NS,Poly Medicure Limited,Healthcare,Medical Instruments & Supplies,82.04375,9.413255,6.199,0.15009,0.088199995
POLYPLEX.NS,Polyplex Corporation Limited,Basic Materials,Specialty Chemicals,25.897825,1.1399125,12.869,,
PONNIERODE.NS,Ponni Sugars (Erode) Limited,Consumer Defensive,Confectioners,9.399038,0.59389484,,0.06316,0.02441
POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,Credit Services,59.830822,3.0662377,225.886,0.0016500001,0.00056
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,18.80143,3.1840122,137.073,0.17559999,0.06717
POWERINDIA.NS,Hitachi Energy India Limited,Technology,Electronic Components,291.55975,41.055695,24.744,0.15175,0.04423
POWERMECH.NS,Power Mech Projects Limited,Industrials,Engineering & Construction,29.35584,4.3977256,21.507,,
PPAP.NS,PPAP Automotive Limited,Consumer Cyclical,Auto Parts,,1.070893,,,
PPL.NS,Prakash Pipes Limited,Industrials,Building Products & Equipment,11.865562,3.1911132,11.003,,
PPLPHARMA.NS,Piramal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,672.1053,4.292076,60.533,0.00579,0.024549998
PRAENG.NS,Prajay Engineers Syndicate Limited,Real Estate,Real Estate - Development,,0.3881195,35.382,,
PRAJIND.NS,Praj Industries Limited,Industrials,Engineering & Construction,49.230297,11.392585,12.898,0.24903,0.07724
PRAKASH.NS,Prakash Industries Limited,Basic Materials,Steel,8.142712,0.94280624,11.981,,
PRAKASHSTL.NS,Prakash Steelage Limited,Basic Materials,Steel,3.8653848,18.231293,3.977,,
PRAXIS.NS,Praxis Home Retail Limited,Consumer Cyclical,Specialty Retail,,,,,
PRECAM.NS,Precision Camshafts Limited,Consumer Cyclical,Auto Parts,66.069305,4.234943,14.714,,
PRECOT.NS,Precot Limited,Consumer Cyclical,Textile Manufacturing,17.132376,1.6748396,89.245,,
PRECWIRE.NS,Precision Wires India Limited,Industrials,Electrical Equipment & Parts,37.55604,5.6468725,19.35,0.16025999,0.07999
PREMEXPLN.NS,Premier Explosives Limited,Basic Materials,Specialty Chemicals,20.173964,12.600723,27.764,,
PREMIERENE.NS,,Technology,Solar,107.27679,20.736319,54.389,-0.03221,0.0174
PREMIERPOL.NS,Premier Polyfilm Ltd.,Basic Materials,Specialty Chemicals,29.177967,6.7722263,4.148,,
PRESTIGE.NS,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,104.03378,4.3360476,71.889,0.06592,0.02668
PRICOLLTD.NS,Pricol Limited,Consumer Cyclical,Auto Parts,41.417583,7.342303,5.781,0.19478,0.09985
PRIMESECU.NS,Prime Securities Limited,Financial Services,Capital Markets,25.137411,5.0429506,,0.23961,0.21361
PRINCEPIPE.NS,Prince Pipes and Fittings Limited,Industrials,Building Products & Equipment,34.07563,2.8516374,11.034,0.087139994,0.05209
PRITI.NS,Priti International Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",19.225101,2.7901635,,,
PRITIKAUTO.NS,Pritika Auto Industries Limited,Industrials,Specialty Industrial Machinery,26.612904,1.8742901,66.554,,
PRIVISCL.NS,Privi Speciality Chemicals Limited,Basic Materials,Specialty Chemicals,50.022873,6.889926,104.309,0.14494,0.068330005
PROZONER.NS,Prozone Realty Limited,Real Estate,Real Estate - Diversified,,0.7306114,50.577,,
PRSMJOHNSN.NS,Prism Johnson Limited,Basic Materials,Building Materials,,6.2365007,106.35,,
PRUDENT.NS,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management,64.644035,19.989502,4.793,0.36285,0.24597
PRUDMOULI.NS,Prudential Sugar Corporation Ltd.,,,32.985077,,,,
PSB.NS,Punjab & Sind Bank,Financial Services,Banks - Regional,48.22,2.85123,,0.05054,0.00465
PSPPROJECT.NS,PSP Projects Limited,Industrials,Engineering & Construction,27.874743,2.2272062,22.861,0.08858,0.045489997
PTC.NS,PTC India Limited,Utilities,Utilities - Independent Power Producers,9.034899,0.81970423,71.756,,
PTCIL.NS,PTC Industries Limited,Industrials,Metal Fabrication,398.62347,27.91748,28.174,,
PTL.NS,PTL Enterprises Limited,Real Estate,Real Estate Services,18.449339,0.6574052,2.516,,
PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited,Basic Materials,Chemicals,33.3463,3.7360387,35.034,0.11788,0.06501
PURVA.NS,Puravankara Limited,Real Estate,Real Estate - Development,136.75258,5.010261,213.938,0.0358,0.02992
PVP.NS,PVP Ventures Limited,Industrials,Conglomerates,12.987952,3.6538246,18.705,,
PVRINOX.NS,PVR INOX Limited,Communication Services,Entertainment,,1.8748932,116.665,-0.04227,0.00907
PVSL.NS,Popular Vehicles and Services Limited,Consumer Cyclical,Auto & Truck Dealerships,23.542816,1.7681878,141.619,,
PYRAMID.NS,Pyramid Technoplast Limited,Consumer Cyclical,Packaging & Containers,29.411604,3.525205,8.994,,
QUESS.NS,Quess Corp Limited,Industrials,Staffing & Employment Services,28.092327,3.430073,22.371,0.12323,0.04912
QUICKHEAL.NS,Quick Heal Technologies Limited,Technology,Software - Application,104.68121,7.6932564,,0.07749,0.02609
RACE.NS,Race Eco Chain Limited,Industrials,Waste Management,128.6981,8.071234,29.573,0.096370004,0.067930005
RACLGEAR.NS,RACL Geartech Limited,,,29.444252,,,,
RADAAN.NS,Radaan Mediaworks India Limited,Communication Services,Entertainment,10.569231,,,,
RADHIKAJWE.NS,Radhika Jeweltech Limited,Consumer Cyclical,Luxury Goods,23.675175,4.1723914,18.104,0.19304001,0.13748999
RADIANTCMS.NS,Radiant Cash Management Services Limited,Industrials,Specialty Business Services,18.44552,3.213126,12.894,,
RADICO.NS,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,115.35981,12.879076,35.225,0.117910005,0.06564
RADIOCITY.NS,Music Broadcast Limited,Communication Services,Broadcasting,70.0,0.78617334,23.178,0.01158,-0.00193
RAILTEL.NS,RailTel Corporation of India Limited,Communication Services,Telecom Services,48.70234,6.7401485,2.596,0.14455,0.05415
RAIN.NS,Rain Industries Limited,Basic Materials,Chemicals,,0.800946,116.499,,
RAINBOW.NS,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities,67.66037,11.63526,56.29,0.1863,0.101660006
RAJESHEXPO.NS,Rajesh Exports Limited,Consumer Cyclical,Luxury Goods,177.18462,0.44605908,4.296,,
RAJMET.NS,Rajnandini Metal Limited,Basic Materials,Copper,16.254545,4.570552,177.076,,
RAJRATAN.NS,Rajratan Global Wire Limited,Basic Materials,Steel,32.851265,4.5089793,58.174,0.14964,0.08073
RAJRILTD.NS,Raj Rayon Industries Limited,Consumer Cyclical,Textile Manufacturing,,15.574865,162.962,,
RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited,Consumer Defensive,Confectioners,40.795776,0.7245235,148.17,,
RAJTV.NS,Raj Television Network Limited,Communication Services,Broadcasting,,2.970585,15.855,,
RALLIS.NS,Rallis India Limited,Basic Materials,Agricultural Inputs,38.13316,2.952026,3.534,0.0794,0.04422
RAMANEWS.NS,Shree Rama Newsprint Limited,Consumer Defensive,Beverages - Non-Alcoholic,,2.906065,394.857,,
RAMAPHO.NS,Rama Phosphates Limited,Basic Materials,Agricultural Inputs,,0.9881701,42.117,,
RAMASTEEL.NS,Rama Steel Tubes Limited,Basic Materials,Steel,32.210526,5.6405525,41.796,,
RAMCOCEM.NS,The Ramco Cements Limited,Basic Materials,Building Materials,82.44435,3.1699715,72.125,0.03816,0.03066
RAMCOIND.NS,Ramco Industries Limited,Industrials,Building Products & Equipment,18.50033,0.5705648,3.216,0.03126,0.019199999
RAMCOSYS.NS,Ramco Systems Limited,Technology,Software - Application,,4.993557,19.059,-0.23181999,-0.06262
RAMKY.NS,Ramky Infrastructure Limited,Industrials,Engineering & Construction,17.370092,2.431799,44.766,,
RAMRAT.NS,Ram Ratna Wires Limited,Industrials,Electrical Equipment & Parts,42.241886,5.918211,49.426,0.15222,0.07287
RANASUG.NS,Rana Sugars Limited,Consumer Defensive,Confectioners,20.387096,0.5682942,76.704,,
RANEENGINE.NS,Rane Engine Valve Limited,Consumer Cyclical,Auto Parts,19.320688,2.5477262,113.981,0.13821,0.05703
RANEHOLDIN.NS,Rane Holdings Limited,Consumer Cyclical,Auto Parts,9.827464,2.4068947,82.773,0.24061,0.04689
RATEGAIN.NS,RateGain Travel Technologies Limited,Technology,Software - Application,43.06733,5.227314,1.101,0.16152,0.078439996
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Basic Materials,Steel,43.36666,7.309433,4.753,,
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,Basic Materials,Steel,21.48252,2.6577845,30.491,0.13515,0.07277
RAYMOND.NS,Raymond Limited,Consumer Cyclical,Textile Manufacturing,7.0436673,3.3040447,23.489,0.40912998,0.077259995
RAYMONDLSL.NS,Raymond Lifestyle Limited,Consumer Cyclical,Apparel Manufacturing,40.480576,1.2757552,22.121,0.29134,0.1189
RBA.NS,Restaurant Brands Asia Limited,Consumer Cyclical,Restaurants,,7.3486547,293.76,-0.39220002,-0.024489999
RBL.NS,Rane Brake Lining Limited,Consumer Cyclical,Auto Parts,16.050034,2.6172647,1.081,0.16975,0.096379995
RBLBANK.NS,RBL Bank Limited,Financial Services,Banks - Regional,8.031607,0.60673547,,0.08045,0.0089
RBZJEWEL.NS,RBZ Jewellers Limited,Consumer Cyclical,Luxury Goods,31.413532,4.027143,33.485,,
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,46.94648,1.9963107,71.577,,
RCOM.NS,Reliance Communications Limited,Communication Services,Telecom Services,,,,,
RECLTD.NS,REC Limited,Financial Services,Credit Services,9.083496,1.8354803,695.027,0.21716,0.02686
REDINGTON.NS,Redington Limited,Technology,Information Technology Services,13.225433,2.1090581,21.938,0.15531999,0.04302
REDTAPE.NS,REDTAPE Limited,Consumer Cyclical,Footwear & Accessories,75.65027,18.348644,74.034,,
REFEX.NS,Refex Industries Limited,Energy,Thermal Coal,50.51402,12.086615,46.173,,
REGENCERAM.NS,Regency Ceramics Limited,Industrials,Building Products & Equipment,,,,,
RELAXO.NS,Relaxo Footwears Limited,Consumer Cyclical,Footwear & Accessories,85.77029,7.695393,10.535,0.092650004,0.05663
